,total_deaths_2020-10-18,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,220303,225143.8,225656,5469.8,5353,116.8,2.2%
BPagano-RtDriven,220303,224896.9,225656,5222.9,5353,-130.1,-2.4%
GT-DeepCOVID,220303,224789.5,225656,5115.5,5353,-237.5,-4.4%
DDS-NBDS,220303,224756.6,225656,5082.6,5353,-270.4,-5.1%
Karlen-pypm,220303,224696.8,225656,5022.8,5353,-330.2,-6.2%
OliverWyman-Navigator,220303,224674.9,225656,5000.9,5353,-352.1,-6.6%
MIT_CritData-GBCF,220303,224619.0,225656,4945.0,5353,-408.0,-7.6%
UMich-RidgeTfReg,220303,224575.6,225656,4901.6,5353,-451.4,-8.4%
LNQ-ens1,220303,224564.2,225656,4890.2,5353,-462.8,-8.6%
SteveMcConnell-CovidComplete,220303,224509.0,225656,4835.0,5353,-518.0,-9.7%
USC-SI_kJalpha,220303,224508.0,225656,4834.0,5353,-519.0,-9.7%
JCB-PRM,220303,224464.0,225656,4790.0,5353,-563.0,-10.5%
UMass-MechBayes,220303,224446.0,225656,4772.0,5353,-581.0,-10.9%
CU-select,220303,224368.0,225656,4694.0,5353,-659.0,-12.3%
QJHong-Encounter,220303,224310.6,225656,4636.6,5353,-716.4,-13.4%
UCSD_NEU-DeepGLEAM,220303,224296.5,225656,4622.5,5353,-730.5,-13.6%
epiforecasts-ensemble1,220303,224239.0,225656,4565.0,5353,-788.0,-14.7%
JHUAPL-Bucky,220303,224215.1,225656,4541.1,5353,-811.9,-15.2%
COVIDhub-baseline,220303,224202.0,225656,4528.0,5353,-825.0,-15.4%
COVIDhub-ensemble,220303,224202.0,225656,4528.0,5353,-825.0,-15.4%
CEID-Walk,220303,224189.5,225656,4515.5,5353,-837.5,-15.6%
UA-EpiCovDA,220303,224184.0,225656,4510.0,5353,-843.0,-15.7%
UCLA-SuEIR,220303,224163.5,225656,4489.5,5353,-863.5,-16.1%
MOBS-GLEAM_COVID,220303,224152.9,225656,4478.9,5353,-874.1,-16.3%
STH-3PU,220303,224075.0,225656,4401.0,5353,-952.0,-17.8%
Geneva-DetGrowth,220303,224074.0,225656,4400.0,5353,-953.0,-17.8%
MSRA-DeepST,220303,224005.6,225656,4331.6,5353,-1021.4,-19.1%
UT-Mobility,220303,223974.0,225656,4300.0,5353,-1053.0,-19.7%
RPI_UW-Mob_Collision,220303,223891.4,225656,4217.4,5353,-1135.6,-21.2%
Baseline,220303,223879.1,225656,4205.1,5353,-1147.9,-21.4%
RobertWalraven-ESG,220303,223864.1,225656,4190.1,5353,-1162.9,-21.7%
JHU_IDD-CovidSP,220303,223416.5,225656,3742.5,5353,-1610.5,-30.1%
WalmartLabsML-LogForecasting,220303,223324.4,225656,3650.4,5353,-1702.6,-31.8%
NotreDame-mobility,220303,223158.0,225656,3484.0,5353,-1869.0,-34.9%
PSI-DRAFT,220303,223100.5,225656,3426.5,5353,-1926.5,-36.0%
LANL-GrowthRate,220303,223020.4,225656,3346.4,5353,-2006.6,-37.5%
IowaStateLW-STEM,220303,222969.0,225656,3295.0,5353,-2058.0,-38.4%
CovidAnalytics-DELPHI,220303,222858.0,225656,3184.0,5353,-2169.0,-40.5%
UCM_MESALab-FoGSEIR,220303,227524.0,225656,7850.0,5353,2497.0,46.6%
IHME-CurveFit,220303,222208.2,225656,2534.2,5353,-2818.8,-52.7%
IBF-TimeSeries,220303,229243.0,225656,9569.0,5353,4216.0,78.8%
Covid19Sim-Simulator,220303,219842.9,225656,168.9,5353,-5184.1,-96.8%
TTU-squider,220303,231747.1,225656,12073.1,5353,6720.1,125.5%
CMU-TimeSeries,220303,,225656,,5353,,
Google_Harvard-CPF,220303,,225656,,5353,,
JHU_CSSE-DECOM,220303,,225656,,5353,,
MITCovAlliance-SIR,220303,,225656,,5353,,
NotreDame-FRED,220303,,225656,,5353,,
