,predicted_cases,actual_cases,error,perc_error
Karlen-pypm,4695464.9,4760867,-65402.1,-1.4%
LANL-GrowthRate,4882421.0,4760867,121554.0,2.6%
CU-select,4311487.0,4760867,-449380.0,-9.4%
LNQ-ens1,4223575.9,4760867,-537291.1,-11.3%
UMich-RidgeTfReg,5418313.1,4760867,657446.1,13.8%
DDS-NBDS,5480509.6,4760867,719642.6,15.1%
BPagano-RtDriven,3898318.5,4760867,-862548.5,-18.1%
RobertWalraven-ESG,5709558.1,4760867,948691.1,19.9%
COVIDhub-ensemble,3809965.0,4760867,-950902.0,-20.0%
UCLA-SuEIR,3686237.6,4760867,-1074629.4,-22.6%
Covid19Sim-Simulator,3662461.6,4760867,-1098405.4,-23.1%
Columbia_UNC-SurvCon,5861018.0,4760867,1100151.0,23.1%
USC-SI_kJalpha_RF,3564990.0,4760867,-1195877.0,-25.1%
JHUAPL-Bucky,3454025.3,4760867,-1306841.7,-27.4%
QJHong-Encounter,3358860.0,4760867,-1402007.0,-29.4%
JHU_CSSE-DECOM,3321147.0,4760867,-1439720.0,-30.2%
IBF-TimeSeries,3263123.0,4760867,-1497744.0,-31.5%
CEID-Walk,2959013.2,4760867,-1801853.8,-37.8%
COVIDhub-baseline,2908616.0,4760867,-1852251.0,-38.9%
MSRA-DeepST,2790099.1,4760867,-1970767.9,-41.4%
JCB-PRM,2774553.8,4760867,-1986313.2,-41.7%
USC-SI_kJalpha,2639248.5,4760867,-2121618.5,-44.6%
IowaStateLW-STEM,2518207.0,4760867,-2242660.0,-47.1%
CovidAnalytics-DELPHI,2340302.0,4760867,-2420565.0,-50.8%
TTU-squider,2245406.9,4760867,-2515460.1,-52.8%
Google_Harvard-CPF,,4760867,,
JHU_UNC_GAS-StatMechPool,,4760867,,
UCSB-ACTS,,4760867,,
