,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,33960.3,20671.2,45172.9,3.6,6306.6,41941.3,271891.0
LANL-GrowthRate,51,37604.0,20142.5,44013.9,85.0,10535.0,54668.8,240914.5
CU-select,51,41804.3,24663.0,51611.9,102.0,10531.0,59686.5,300992.0
Covid19Sim-Simulator,51,52966.8,36326.5,54105.1,309.7,14308.9,77372.0,253293.4
JCB-PRM,51,53075.2,31864.4,57788.6,764.4,12399.2,78726.7,258282.5
JHUAPL-Bucky,51,53345.5,38294.5,55741.0,526.6,14657.5,78129.6,284350.5
BPagano-RtDriven,51,55385.6,35761.7,55265.5,786.0,16740.5,79581.3,213280.0
COVIDhub-baseline,51,55432.7,35122.0,58850.7,57.0,15505.0,75323.5,277713.0
USC-SI_kJalpha,51,56008.7,34410.0,58560.7,521.0,18026.5,71384.5,255696.0
IowaStateLW-STEM,49,57279.1,39257.0,59116.8,252.0,17290.5,82189.0,299416.0
UCLA-SuEIR,51,74347.6,51029.9,78620.4,2030.2,22775.0,89667.9,346766.2
JHU_IDD-CovidSP,51,74802.5,47047.9,72614.5,257.5,31722.5,103812.3,340358.1
CovidAnalytics-DELPHI,51,82382.7,57558.0,86505.8,2316.0,27706.0,97885.5,383082.0
