,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,1279951.6,6635.6,23648699.1,0.0,747.9,50898.2,1169742931.1
CU-select,3089,1683203.5,15625.0,33460243.8,0.0,2601.0,108900.0,1692335044.0
OliverWyman-Navigator,2982,1988825.8,11664.0,51168523.2,0.0,1369.0,88209.0,2784778441.0
COVIDhub-ensemble,3141,2084786.1,8464.0,46862002.7,0.0,1024.0,66564.0,2453022784.0
CEID-Walk,3141,2183737.4,9362.9,51818883.1,0.0,1083.6,73478.4,2750959910.8
COVIDhub-baseline,3141,2209968.9,9216.0,53886304.5,0.0,1089.0,72900.0,2878859025.0
JHU_IDD-CovidSP,3139,2244223.4,19582.3,62525856.9,0.0,3127.0,108372.6,3423170071.8
Google_Harvard-CPF,3140,3294192.1,29931.4,72883513.7,0.0,3698.9,204637.2,3781196885.8
IowaStateLW-STEM,3103,3321517.5,9216.0,86920298.2,0.0,1089.0,93636.0,4680612225.0
LANL-GrowthRate,3100,4732427.0,15750.2,119204355.9,0.0,2025.0,137641.0,6530821782.2
UVA-Ensemble,3131,6877957.6,11806.6,267293326.5,0.0,1373.8,112121.3,14949846153.1
JHUAPL-Bucky,3141,9108412.3,28407.7,140781096.8,0.0,3382.0,303560.5,5910929075.6
