,predicted_cases,actual_cases,error,perc_error
USC-SI_kJalpha,587744.0,595273,-7529.0,-1.3%
USACE-ERDC_SEIR,623980.0,595273,28707.0,4.8%
Columbia_UNC-SurvCon,627521.0,595273,32248.0,5.4%
CovidAnalytics-DELPHI,629723.0,595273,34450.0,5.8%
COVIDhub-ensemble,635506.0,595273,40233.0,6.8%
LNQ-ens1,636331.8,595273,41058.8,6.9%
TTU-squider,636696.6,595273,41423.6,7.0%
OliverWyman-Navigator,644602.0,595273,49329.0,8.3%
UCLA-SuEIR,647867.6,595273,52594.6,8.8%
Covid19Sim-Simulator,524662.8,595273,-70610.2,-11.9%
IowaStateLW-STEM,670788.0,595273,75515.0,12.7%
LANL-GrowthRate,514459.0,595273,-80814.0,-13.6%
QJHong-Encounter,685301.7,595273,90028.7,15.1%
Karlen-pypm,689936.1,595273,94663.1,15.9%
RobertWalraven-ESG,488735.5,595273,-106537.5,-17.9%
UMich-RidgeTfReg,701909.6,595273,106636.6,17.9%
CEID-Walk,722581.8,595273,127308.8,21.4%
COVIDhub-baseline,726472.0,595273,131199.0,22.0%
DDS-NBDS,729933.0,595273,134660.0,22.6%
JHU_IDD-CovidSP,747843.8,595273,152570.8,25.6%
CU-select,772121.0,595273,176848.0,29.7%
