,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,1861.4,1064.0,2609.0,2.0,325.5,1888.0,13059.0
COVIDhub-ensemble,51,2295.6,809.0,5091.0,1.0,239.5,1558.0,24355.0
LANL-GrowthRate,51,2319.2,846.6,4514.9,3.0,339.3,2585.8,30229.3
LNQ-ens1,51,2419.9,869.6,5144.7,3.3,233.6,1989.8,26842.7
USACE-ERDC_SEIR,51,2487.1,981.3,5620.5,4.9,329.8,2130.1,36261.8
OliverWyman-Navigator,51,2500.8,919.0,6464.9,65.0,245.5,1757.0,44755.0
RobertWalraven-ESG,50,2703.9,1368.6,3914.6,7.2,275.1,4200.6,24467.9
Karlen-pypm,51,2830.5,1358.3,4583.6,22.8,466.4,2531.8,27138.1
UCLA-SuEIR,51,3120.0,1186.2,7129.4,20.0,319.6,3028.2,43841.2
CEID-Walk,51,3280.8,773.8,7831.8,14.1,298.9,2577.1,38892.0
IowaStateLW-STEM,49,3402.1,1103.0,8288.4,6.0,280.3,1993.5,47376.0
COVIDhub-baseline,51,3415.5,841.0,8409.8,3.0,200.0,2219.5,45476.0
JHU_IDD-CovidSP,51,3454.8,1801.4,4764.2,17.1,608.9,4215.2,22685.5
DDS-NBDS,51,3614.1,1101.0,5914.0,3.7,458.8,3260.8,29258.6
TTU-squider,51,3807.4,2175.8,4578.2,11.7,630.1,5278.0,20279.5
CU-select,51,4865.9,1245.0,15062.6,11.0,484.5,2645.5,99512.0
CovidAnalytics-DELPHI,51,5057.8,2334.0,9029.9,22.0,873.5,5571.5,53829.0
