,predicted_cases,actual_cases,error,perc_error
JHUAPL-Bucky,2579924.8,2571480,8444.8,0.3%
UpstateSU-GRU,2690773.8,2571480,119293.8,4.6%
IEM_MED-CovidProject,2743313.5,2571480,171833.5,6.7%
LANL-GrowthRate,2385818.0,2571480,-185662.0,-7.2%
LNQ-ens1,3028757.0,2571480,457277.0,17.8%
TTU-squider,3086135.2,2571480,514655.2,20.0%
USC-SI_kJalpha,3105451.0,2571480,533971.0,20.8%
MOBS-GLEAM_COVID,3165238.3,2571480,593758.3,23.1%
JHU_IDD-CovidSP,3180949.4,2571480,609469.4,23.7%
FDANIHASU-Sweight,3278077.4,2571480,706597.4,27.5%
UCF-AEM,3283941.0,2571480,712461.0,27.7%
IBF-TimeSeries,3387606.0,2571480,816126.0,31.7%
Covid19Sim-Simulator,3444566.3,2571480,873086.3,34.0%
Karlen-pypm,3542371.8,2571480,970891.8,37.8%
RobertWalraven-ESG,3554674.1,2571480,983194.1,38.2%
COVIDhub-ensemble,3568583.0,2571480,997103.0,38.8%
BPagano-RtDriven,3574299.8,2571480,1002819.8,39.0%
MIT_ISOLAT-Mixtures,3580146.3,2571480,1008666.3,39.2%
CU-select,3602342.0,2571480,1030862.0,40.1%
QJHong-Encounter,3612689.0,2571480,1041209.0,40.5%
UCLA-SuEIR,3639254.6,2571480,1067774.6,41.5%
IowaStateLW-STEM,3643429.0,2571480,1071949.0,41.7%
Columbia_UNC-SurvCon,3690253.0,2571480,1118773.0,43.5%
COVIDhub-baseline,3706824.0,2571480,1135344.0,44.2%
CEID-Walk,3790456.1,2571480,1218976.1,47.4%
UMich-RidgeTfReg,3791696.8,2571480,1220216.8,47.5%
OneQuietNight-ML,3866509.0,2571480,1295029.0,50.4%
SigSci-TS,4047712.0,2571480,1476232.0,57.4%
Microsoft-DeepSTIA,4047791.0,2571480,1476311.0,57.4%
OliverWyman-Navigator,4074037.0,2571480,1502557.0,58.4%
CovidAnalytics-DELPHI,4825166.0,2571480,2253686.0,87.6%
UVA-Ensemble,4927343.8,2571480,2355863.8,91.6%
DDS-NBDS,5623328.4,2571480,3051848.4,118.7%
Google_Harvard-CPF,,2571480,,
JHU_CSSE-DECOM,,2571480,,
JHU_UNC_GAS-StatMechPool,,2571480,,
UCSB-ACTS,,2571480,,
