,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,51,1254976406.5,82300215.2,3450481937.7,51936.1,5189161.4,268682746.3,14776047820.9
USC-SI_kJalpha,51,4144732070.6,74511424.0,25013041517.1,1.0,7291754.5,784773725.0,179068617225.0
IowaStateLW-STEM,49,7129390802.0,889828900.0,26851497207.7,3364.0,96712058.0,4884387618.5,191269774336.0
UCLA-SuEIR,51,11900281737.0,968972774.5,48684306602.1,83826.8,48086789.2,3585768057.0,290654239429.6
COVIDhub-baseline,51,12827288362.6,1656815616.0,60384557970.3,538756.0,261664656.5,5125011505.0,432674528400.0
Karlen-pypm,51,13914863124.8,90090470.6,55298093229.1,508796.9,23113345.0,2127166748.2,381880123260.2
LANL-GrowthRate,51,14797972333.1,1669825632.2,57958371807.6,974169.0,105987386.0,4949130684.6,405101698576.0
Covid19Sim-Simulator,51,15136185262.0,1117771866.6,69745088986.8,15369.4,162620504.1,4544581349.2,496400153754.1
JHUAPL-Bucky,51,15439231879.7,333748869.1,40979945773.9,212218.9,30540683.8,4955164311.3,180210686747.4
CU-select,51,125483672992.0,9516978025.0,580882149010.0,3364.0,1150086778.0,46600034342.5,4107399395584.0
CovidAnalytics-DELPHI,51,164467086904.8,748733769.0,1077035863236.0,112225.0,51297160.0,3069818978.5,7694720932096.0
