,predicted_cases,actual_cases,error,perc_error
LNQ-ens1,1557873.7,1509595,48278.7,3.2%
LANL-GrowthRate,1431920.0,1509595,-77675.0,-5.1%
IEM_MED-CovidProject,1651549.9,1509595,141954.9,9.4%
Karlen-pypm,1667513.2,1509595,157918.2,10.5%
RobertWalraven-ESG,1671644.2,1509595,162049.2,10.7%
UChicagoCHATTOPADHYAY-UnIT,1716640.7,1509595,207045.7,13.7%
JHU_IDD-CovidSP,1770355.9,1509595,260760.9,17.3%
JHUAPL-Bucky,1770382.6,1509595,260787.6,17.3%
UpstateSU-GRU,1838998.6,1509595,329403.6,21.8%
UVA-Ensemble,1841577.3,1509595,331982.3,22.0%
Columbia_UNC-SurvCon,1842640.0,1509595,333045.0,22.1%
UCF-AEM,1873144.0,1509595,363549.0,24.1%
USC-SI_kJalpha,1875262.0,1509595,365667.0,24.2%
MOBS-GLEAM_COVID,1884276.9,1509595,374681.9,24.8%
Microsoft-DeepSTIA,1903305.9,1509595,393710.9,26.1%
TTU-squider,1913472.5,1509595,403877.5,26.8%
MIT_ISOLAT-Mixtures,1920424.0,1509595,410829.0,27.2%
COVIDhub-ensemble,1934957.0,1509595,425362.0,28.2%
FDANIHASU-Sweight,1940696.2,1509595,431101.2,28.6%
QJHong-Encounter,1945796.0,1509595,436201.0,28.9%
IowaStateLW-STEM,1976942.0,1509595,467347.0,31.0%
BPagano-RtDriven,1982277.3,1509595,472682.3,31.3%
IBF-TimeSeries,1996040.0,1509595,486445.0,32.2%
CU-select,1999289.0,1509595,489694.0,32.4%
CovidAnalytics-DELPHI,2029211.0,1509595,519616.0,34.4%
COVIDhub-trained_ensemble,2057685.0,1509595,548090.0,36.3%
OneQuietNight-ML,2058216.0,1509595,548621.0,36.3%
JHU_CSSE-DECOM,2106596.0,1509595,597001.0,39.5%
COVIDhub-baseline,2116138.0,1509595,606543.0,40.2%
OliverWyman-Navigator,2123115.0,1509595,613520.0,40.6%
CEID-Walk,2126661.9,1509595,617066.9,40.9%
Covid19Sim-Simulator,2147504.4,1509595,637909.4,42.3%
SigSci-TS,2157061.0,1509595,647466.0,42.9%
UMich-RidgeTfReg,2223290.8,1509595,713695.8,47.3%
UCLA-SuEIR,2358157.8,1509595,848562.8,56.2%
DDS-NBDS,4728258.9,1509595,3218663.9,213.2%
Google_Harvard-CPF,,1509595,,
JHU_UNC_GAS-StatMechPool,,1509595,,
