,predicted_cases,actual_cases,error,perc_error
LNQ-ens1,678623.7,663186,15437.7,2.3%
SigSci-TS,683077.0,663186,19891.0,3.0%
Geneva-DetGrowth,626234.4,663186,-36951.6,-5.6%
UChicagoCHATTOPADHYAY-UnIT,700641.2,663186,37455.2,5.6%
IEM_MED-CovidProject,701263.7,663186,38077.7,5.7%
BPagano-RtDriven,701632.1,663186,38446.1,5.8%
Karlen-pypm,720008.6,663186,56822.6,8.6%
Columbia_UNC-SurvCon,733799.0,663186,70613.0,10.6%
RobertWalraven-ESG,735178.4,663186,71992.4,10.9%
Microsoft-DeepSTIA,735659.8,663186,72473.8,10.9%
CovidAnalytics-DELPHI,740201.0,663186,77015.0,11.6%
OneQuietNight-ML,748462.0,663186,85276.0,12.9%
LANL-GrowthRate,576102.0,663186,-87084.0,-13.1%
UCF-AEM,753579.0,663186,90393.0,13.6%
JHU_CSSE-DECOM,763320.0,663186,100134.0,15.1%
JHU_IDD-CovidSP,763397.5,663186,100211.5,15.1%
COVIDhub-ensemble,768028.0,663186,104842.0,15.8%
COVIDhub-trained_ensemble,769388.0,663186,106202.0,16.0%
USC-SI_kJalpha,773934.0,663186,110748.0,16.7%
FDANIHASU-Sweight,776365.3,663186,113179.3,17.1%
IBF-TimeSeries,794634.0,663186,131448.0,19.8%
CU-select,796934.0,663186,133748.0,20.2%
JHUAPL-Bucky,797485.2,663186,134299.2,20.3%
UCLA-SuEIR,809336.8,663186,146150.8,22.0%
UpstateSU-GRU,821595.8,663186,158409.8,23.9%
CEID-Walk,824382.0,663186,161196.0,24.3%
QJHong-Encounter,827415.0,663186,164229.0,24.8%
MIT_ISOLAT-Mixtures,831737.4,663186,168551.4,25.4%
MOBS-GLEAM_COVID,835742.3,663186,172556.3,26.0%
UMich-RidgeTfReg,838990.7,663186,175804.7,26.5%
COVIDhub-baseline,842902.0,663186,179716.0,27.1%
OliverWyman-Navigator,855554.0,663186,192368.0,29.0%
IowaStateLW-STEM,855921.0,663186,192735.0,29.1%
Covid19Sim-Simulator,868009.0,663186,204823.0,30.9%
TTU-squider,922335.6,663186,259149.6,39.1%
DDS-NBDS,4839333.5,663186,4176147.5,629.7%
Google_Harvard-CPF,,663186,,
JHU_UNC_GAS-StatMechPool,,663186,,
