,predicted_cases,actual_cases,error,perc_error
TTU-squider,4303056.3,3807655,495401.3,13.0%
UpstateSU-GRU,4405058.7,3807655,597403.7,15.7%
JHU_IDD-CovidSP,4899549.7,3807655,1091894.7,28.7%
UCLA-SuEIR,5354256.8,3807655,1546601.8,40.6%
UMich-RidgeTfReg,5377952.7,3807655,1570297.7,41.2%
LNQ-ens1,5443070.0,3807655,1635415.0,43.0%
UCF-AEM,5644190.0,3807655,1836535.0,48.2%
MOBS-GLEAM_COVID,5652527.2,3807655,1844872.2,48.5%
LANL-GrowthRate,5713255.5,3807655,1905600.5,50.0%
RobertWalraven-ESG,5814974.9,3807655,2007319.9,52.7%
JHUAPL-Bucky,5870831.7,3807655,2063176.7,54.2%
Covid19Sim-Simulator,6020946.2,3807655,2213291.2,58.1%
USC-SI_kJalpha,6099836.0,3807655,2292181.0,60.2%
IBF-TimeSeries,6114436.5,3807655,2306781.5,60.6%
BPagano-RtDriven,6126714.1,3807655,2319059.1,60.9%
CEID-Walk,6207242.7,3807655,2399587.7,63.0%
Karlen-pypm,6240906.2,3807655,2433251.2,63.9%
COVIDhub-baseline,6260312.0,3807655,2452657.0,64.4%
COVIDhub-ensemble,6270229.0,3807655,2462574.0,64.7%
IEM_MED-CovidProject,6302242.3,3807655,2494587.3,65.5%
SigSci-TS,6359455.0,3807655,2551800.0,67.0%
Microsoft-DeepSTIA,6388447.4,3807655,2580792.4,67.8%
IowaStateLW-STEM,6503493.0,3807655,2695838.0,70.8%
OneQuietNight-ML,6629188.0,3807655,2821533.0,74.1%
QJHong-Encounter,6659420.0,3807655,2851765.0,74.9%
Columbia_UNC-SurvCon,6852941.0,3807655,3045286.0,80.0%
CU-select,6942592.0,3807655,3134937.0,82.3%
CovidAnalytics-DELPHI,7589575.0,3807655,3781920.0,99.3%
UVA-Ensemble,7819627.2,3807655,4011972.2,105.4%
MIT_ISOLAT-Mixtures,8350881.5,3807655,4543226.5,119.3%
DDS-NBDS,18386953.9,3807655,14579298.9,382.9%
Google_Harvard-CPF,,3807655,,
JHU_CSSE-DECOM,,3807655,,
UCSB-ACTS,,3807655,,
