,predicted_cases,actual_cases,error,perc_error
DDS-NBDS,831905.9,822875,9030.9,1.1%
UCLA-SuEIR,784040.4,822875,-38834.6,-4.7%
CU-select,875931.0,822875,53056.0,6.4%
Karlen-pypm,888794.0,822875,65919.0,8.0%
COVIDhub-ensemble,754827.0,822875,-68048.0,-8.3%
OliverWyman-Navigator,740720.0,822875,-82155.0,-10.0%
CovidAnalytics-DELPHI,732058.0,822875,-90817.0,-11.0%
CEID-Walk,914441.7,822875,91566.7,11.1%
COVIDhub-baseline,917841.0,822875,94966.0,11.5%
LNQ-ens1,723456.9,822875,-99418.1,-12.1%
QJHong-Encounter,933961.2,822875,111086.2,13.5%
JHU_IDD-CovidSP,934781.2,822875,111906.2,13.6%
UMich-RidgeTfReg,706491.3,822875,-116383.7,-14.1%
USACE-ERDC_SEIR,693376.8,822875,-129498.2,-15.7%
USC-SI_kJalpha,688060.0,822875,-134815.0,-16.4%
Columbia_UNC-SurvCon,685839.0,822875,-137036.0,-16.7%
IowaStateLW-STEM,969083.0,822875,146208.0,17.8%
RobertWalraven-ESG,632269.0,822875,-190606.0,-23.2%
Covid19Sim-Simulator,602360.9,822875,-220514.1,-26.8%
LANL-GrowthRate,587404.6,822875,-235470.4,-28.6%
TTU-squider,1108350.1,822875,285475.1,34.7%
