,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,55088971.9,7139584.0,119919138.6,2601.0,292160.5,56237490.5,735385924.0
RobertWalraven-ESG,50,86829686.6,12108242.5,218918807.3,8157.7,738899.3,90454912.6,1477113168.2
LANL-GrowthRate,51,110612574.7,13094464.1,439301378.1,5.3,830027.0,64722571.3,3123840856.5
TTU-squider,51,113038877.4,12696130.6,252689124.0,3711.5,1601424.7,70333879.5,1299550083.8
Karlen-pypm,51,139464948.5,8573184.0,395842744.0,7259.0,1282895.9,39707988.1,1977216262.8
COVIDhub-ensemble,51,158383521.3,3644281.0,675556479.0,1225.0,404070.5,13597218.0,4288547169.0
LNQ-ens1,51,186888718.5,3874454.8,824628412.8,98.2,684935.7,36050441.3,5213970852.6
USACE-ERDC_SEIR,51,193673088.1,6771242.7,1149849317.9,2713.3,1943833.7,31209044.1,8230768815.2
JHU_IDD-CovidSP,51,230880153.2,17242038.2,805074869.4,25281.0,1484023.6,67001432.1,5463424761.2
UCLA-SuEIR,51,282134801.2,12299929.7,1376376040.5,1.2,739195.9,48091908.7,9650148088.9
DDS-NBDS,51,404915354.9,34577523.5,1152618600.7,1805.7,2473181.9,140972000.1,6035734981.3
IowaStateLW-STEM,49,411832082.3,3463321.0,1846186428.2,1849.0,420287.7,34061906.5,9482085376.0
CEID-Walk,51,445886076.8,3273117.8,1757421489.9,121.2,491701.7,19125380.9,9924801105.9
COVIDhub-baseline,51,507575768.0,3587236.0,2144392031.3,361.0,317832.5,19823172.5,13450432576.0
CovidAnalytics-DELPHI,51,597501047.5,29430625.0,2775994314.0,400.0,4665825.0,130538146.5,19532578081.0
CU-select,51,2404872666.0,12709225.0,14382928920.9,961.0,1040582.5,56606022.5,102273958809.0
