,predicted_cases,actual_cases,error,perc_error
USACE-ERDC_SEIR,1349832.4,1344100,5732.4,0.4%
JHUAPL-Bucky,1228134.5,1344100,-115965.5,-8.6%
CU-select,1486683.0,1344100,142583.0,10.6%
LNQ-ens1,1191874.9,1344100,-152225.1,-11.3%
QJHong-Encounter,1189315.4,1344100,-154784.6,-11.5%
UMich-RidgeTfReg,1171712.3,1344100,-172387.7,-12.8%
CEID-Walk,1123850.4,1344100,-220249.6,-16.4%
COVIDhub-baseline,1119388.0,1344100,-224712.0,-16.7%
IBF-TimeSeries,1117969.0,1344100,-226131.0,-16.8%
USC-SI_kJalpha,1062570.0,1344100,-281530.0,-20.9%
JCB-PRM,1036704.9,1344100,-307395.1,-22.9%
COVIDhub-ensemble,1031706.0,1344100,-312394.0,-23.2%
IowaStateLW-STEM,998367.0,1344100,-345733.0,-25.7%
Columbia_UNC-SurvCon,959437.0,1344100,-384663.0,-28.6%
Karlen-pypm,938451.8,1344100,-405648.2,-30.2%
UCLA-SuEIR,899187.4,1344100,-444912.6,-33.1%
LANL-GrowthRate,785406.2,1344100,-558693.8,-41.6%
JHU_IDD-CovidSP,777242.9,1344100,-566857.1,-42.2%
Covid19Sim-Simulator,681774.0,1344100,-662326.0,-49.3%
RobertWalraven-ESG,641867.8,1344100,-702232.2,-52.2%
CovidAnalytics-DELPHI,562177.0,1344100,-781923.0,-58.2%
DDS-NBDS,2229180.4,1344100,885080.4,65.8%
