,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,737219.0,731951,5268.0,0.7%
OliverWyman-Navigator,701552.0,731951,-30399.0,-4.2%
JCB-PRM,669398.0,731951,-62553.0,-8.5%
CU-select,656274.0,731951,-75677.0,-10.3%
UMich-RidgeTfReg,655654.5,731951,-76296.5,-10.4%
DDS-NBDS,620787.9,731951,-111163.1,-15.2%
CEID-Walk,619494.7,731951,-112456.3,-15.4%
Covid19Sim-Simulator,618127.9,731951,-113823.1,-15.6%
QJHong-Encounter,617675.1,731951,-114275.9,-15.6%
LNQ-ens1,615255.0,731951,-116696.0,-15.9%
USC-SI_kJalpha,610615.0,731951,-121336.0,-16.6%
COVIDhub-baseline,605076.0,731951,-126875.0,-17.3%
IQVIA_ACOE-STAN,601021.0,731951,-130930.0,-17.9%
COVIDhub-ensemble,586936.0,731951,-145015.0,-19.8%
JHUAPL-Bucky,575004.0,731951,-156947.0,-21.4%
JHU_IDD-CovidSP,547672.6,731951,-184278.4,-25.2%
Karlen-pypm,545056.4,731951,-186894.6,-25.5%
IowaStateLW-STEM,530093.0,731951,-201858.0,-27.6%
UCLA-SuEIR,513367.6,731951,-218583.4,-29.9%
RobertWalraven-ESG,506494.1,731951,-225456.9,-30.8%
LANL-GrowthRate,476054.5,731951,-255896.5,-35.0%
CovidAnalytics-DELPHI,332891.0,731951,-399060.0,-54.5%
TTU-squider,331809.6,731951,-400141.4,-54.7%
JHU_CSSE-DECOM,,731951,,
