,predicted_cases,actual_cases,error,perc_error
LNQ-ens1,815072.0,815347,-275.0,-0.0%
JHUAPL-Bucky,805011.7,815347,-10335.3,-1.3%
COVIDhub-ensemble,802933.0,815347,-12414.0,-1.5%
DDS-NBDS,828593.1,815347,13246.1,1.6%
JHU_IDD-CovidSP,796480.8,815347,-18866.2,-2.3%
Karlen-pypm,787015.8,815347,-28331.2,-3.5%
OliverWyman-Navigator,783747.0,815347,-31600.0,-3.9%
USACE-ERDC_SEIR,776961.8,815347,-38385.2,-4.7%
UMich-RidgeTfReg,772363.0,815347,-42984.0,-5.3%
UCLA-SuEIR,863303.2,815347,47956.2,5.9%
COVIDhub-baseline,882072.0,815347,66725.0,8.2%
CEID-Walk,882290.4,815347,66943.4,8.2%
USC-SI_kJalpha,747745.0,815347,-67602.0,-8.3%
Columbia_UNC-SurvCon,743034.0,815347,-72313.0,-8.9%
QJHong-Encounter,728550.1,815347,-86796.9,-10.6%
CovidAnalytics-DELPHI,652547.0,815347,-162800.0,-20.0%
IowaStateLW-STEM,982068.0,815347,166721.0,20.4%
Covid19Sim-Simulator,634475.6,815347,-180871.4,-22.2%
CU-select,1018809.0,815347,203462.0,25.0%
LANL-GrowthRate,585110.6,815347,-230236.4,-28.2%
RobertWalraven-ESG,583018.7,815347,-232328.3,-28.5%
