,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,4454793.8,504520.2,11128812.7,30.6,37705.7,3129835.0,59289410.7
COVIDhub-ensemble,51,7010635.2,467856.0,23860523.4,484.0,65076.5,2533684.5,148888804.0
JCB-PRM,51,7970340.6,714401.9,17059236.7,17.9,41203.7,3713604.4,84534990.1
USACE-ERDC_SEIR,51,9548028.7,1013380.4,41432032.2,10.3,136642.2,4849260.1,295252282.1
LANL-GrowthRate,51,10505860.6,1290954.4,40855123.7,210.1,198133.5,4928430.6,286245311.6
USC-SI_kJalpha,51,10690106.1,632025.0,31139039.5,400.0,101825.0,3632845.0,193989184.0
UCLA-SuEIR,51,12572168.8,574830.0,35170080.6,1.5,68762.5,5368286.5,167099589.3
JHU_IDD-CovidSP,51,13635777.6,2744378.8,31503511.3,1465.1,196165.9,13103727.3,191186113.4
CEID-Walk,51,13787036.6,728691.0,47060075.3,465.9,61438.7,3544403.7,309994053.8
COVIDhub-baseline,51,15628037.8,931225.0,52616797.5,441.0,95548.5,4704642.5,336869316.0
Covid19Sim-Simulator,51,16110395.4,1023140.2,87943788.2,206.0,66489.3,5016782.4,628794363.8
DDS-NBDS,51,16353920.4,1561963.5,53918996.2,329.8,80513.1,4504062.0,333686175.2
Karlen-pypm,51,18657703.6,1559751.2,47705129.7,1592.0,116725.3,10799213.7,246577927.8
JHUAPL-Bucky,51,22749189.8,1948930.5,86161742.8,5217.8,352526.2,13433347.9,613473093.7
UMich-RidgeTfReg,49,22962704.2,1151252.1,83062313.9,10.2,149818.6,6970950.0,545992566.1
IQVIA_ACOE-STAN,49,24174361.6,1912689.0,80296338.4,81.0,141224.5,9373202.0,526977936.0
CovidAnalytics-DELPHI,51,32448447.0,7327849.0,59379413.3,400.0,311934.5,30495130.0,316448521.0
RobertWalraven-ESG,51,32896454.5,4893209.4,81309281.3,57.3,337349.1,31717859.6,497307394.2
CU-select,51,55993438.5,4004001.0,177224587.7,324.0,97544.0,14753222.5,926837136.0
IowaStateLW-STEM,49,104321455.6,698896.0,652899059.7,64.0,113022.5,8576118.5,4667349124.0
