,total_deaths_2021-01-31,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JHUAPL-Bucky,448925,518093.4,525162,76769.4,76237,532.4,0.7%
LANL-GrowthRate,448925,516626.5,525162,75302.5,76237,-934.5,-1.2%
IHME-CurveFit,448925,519341.7,525162,78017.7,76237,1780.7,2.3%
USC-SI_kJalpha,448925,519408.0,525162,78084.0,76237,1847.0,2.4%
JHU_IDD-CovidSP,448925,521763.8,525162,80439.8,76237,4202.8,5.5%
Columbia_UNC-SurvCon,448925,521765.0,525162,80441.0,76237,4204.0,5.5%
FDANIHASU-Sweight,448925,522555.8,525162,81231.8,76237,4994.8,6.6%
Covid19Sim-Simulator,448925,522699.8,525162,81375.8,76237,5138.8,6.7%
Karlen-pypm,448925,510535.8,525162,69211.8,76237,-7025.2,-9.2%
QJHong-Encounter,448925,526831.8,525162,85507.8,76237,9270.8,12.2%
CovidAnalytics-DELPHI,448925,530400.0,525162,89076.0,76237,12839.0,16.8%
UCLA-SuEIR,448925,504331.9,525162,63007.9,76237,-13229.1,-17.4%
WalmartLabsML-LogForecasting,448925,492363.6,525162,51039.6,76237,-25197.4,-33.1%
Baseline,448925,548535.7,525162,107211.7,76237,30974.7,40.6%
COVIDhub-baseline,448925,549799.9,525162,108475.9,76237,32238.9,42.3%
PSI-DRAFT,448925,551024.0,525162,109700.0,76237,33463.0,43.9%
IowaStateLW-STEM,448925,553223.0,525162,111899.0,76237,35662.0,46.8%
IBF-TimeSeries,448925,559255.0,525162,117931.0,76237,41694.0,54.7%
AIpert-pwllnod,448925,560355.0,525162,119031.0,76237,42794.0,56.1%
UCM_MESALab-FoGSEIR,448925,560852.0,525162,119528.0,76237,43291.0,56.8%
