,total_deaths_2021-02-28,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
OliverWyman-Navigator,513992,524236.0,525162,11145.0,11170,-25.0,-0.2%
LNQ-ens1,513992,524222.3,525162,11131.3,11170,-38.7,-0.3%
Microsoft-DeepSTIA,513992,524117.0,525162,11026.0,11170,-144.0,-1.3%
LANL-GrowthRate,513992,524114.0,525162,11023.0,11170,-147.0,-1.3%
MIT_ISOLAT-Mixtures,513992,524066.1,525162,10975.1,11170,-194.9,-1.7%
QJHong-Encounter,513992,524053.5,525162,10962.5,11170,-207.5,-1.9%
JHU_CSSE-DECOM,513992,523898.0,525162,10807.0,11170,-363.0,-3.2%
MIT_CritData-GBCF,513992,523789.0,525162,10698.0,11170,-472.0,-4.2%
MOBS-GLEAM_COVID,513992,523755.4,525162,10664.4,11170,-505.6,-4.5%
IowaStateLW-STEM,513992,524767.0,525162,11676.0,11170,506.0,4.5%
FDANIHASU-Sweight,513992,523754.8,525162,10663.8,11170,-506.2,-4.5%
UCSD_NEU-DeepGLEAM,513992,523696.3,525162,10605.3,11170,-564.7,-5.1%
TTU-squider,513992,523669.8,525162,10578.8,11170,-591.2,-5.3%
Geneva-DetGrowth,513992,523587.5,525162,10496.5,11170,-673.5,-6.0%
SigSci-TS,513992,523559.0,525162,10468.0,11170,-702.0,-6.3%
IBF-TimeSeries,513992,525143.0,525162,12052.0,11170,882.0,7.9%
CovidAnalytics-DELPHI,513992,523372.0,525162,10281.0,11170,-889.0,-8.0%
Baseline,513992,525161.3,525162,12070.3,11170,900.3,8.1%
UMich-RidgeTfReg,513992,523300.8,525162,10209.8,11170,-960.2,-8.6%
AIpert-pwllnod,513992,525231.7,525162,12140.7,11170,970.7,8.7%
UCLA-SuEIR,513992,525272.5,525162,12181.5,11170,1011.5,9.1%
Columbia_UNC-SurvCon,513992,523223.0,525162,10132.0,11170,-1038.0,-9.3%
COVIDhub-ensemble,513992,523215.0,525162,10124.0,11170,-1046.0,-9.4%
UA-EpiCovDA,513992,523197.0,525162,10106.0,11170,-1064.0,-9.5%
UChicagoCHATTOPADHYAY-UnIT,513992,525539.0,525162,12448.0,11170,1278.0,11.4%
GT-DeepCOVID,513992,525688.1,525162,12597.1,11170,1427.1,12.8%
PSI-DRAFT,513992,522684.0,525162,9593.0,11170,-1577.0,-14.1%
UpstateSU-GRU,513992,522652.2,525162,9561.2,11170,-1608.8,-14.4%
UCM_MESALab-FoGSEIR,513992,525900.0,525162,12809.0,11170,1639.0,14.7%
Caltech-CS156,513992,522519.3,525162,9428.3,11170,-1741.7,-15.6%
CEID-Walk,513992,526065.9,525162,12974.9,11170,1804.9,16.2%
USC-SI_kJalpha,513992,522419.0,525162,9328.0,11170,-1842.0,-16.5%
UMass-MechBayes,513992,522348.0,525162,9257.0,11170,-1913.0,-17.1%
COVIDhub-baseline,513992,526231.0,525162,13140.0,11170,1970.0,17.6%
BPagano-RtDriven,513992,522290.7,525162,9199.7,11170,-1970.3,-17.6%
COVIDhub-trained_ensemble,513992,522263.0,525162,9172.0,11170,-1998.0,-17.9%
CU-select,513992,522209.0,525162,9118.0,11170,-2052.0,-18.4%
epiforecasts-ensemble1,513992,522138.0,525162,9047.0,11170,-2123.0,-19.0%
RobertWalraven-ESG,513992,521672.2,525162,8581.2,11170,-2588.8,-23.2%
RPI_UW-Mob_Collision,513992,521568.4,525162,8477.4,11170,-2692.6,-24.1%
SteveMcConnell-CovidComplete,513992,521496.0,525162,8405.0,11170,-2765.0,-24.8%
Karlen-pypm,513992,521438.6,525162,8347.6,11170,-2822.4,-25.3%
DDS-NBDS,513992,527456.4,525162,14365.4,11170,3195.4,28.6%
JHUAPL-Bucky,513992,518500.1,525162,5409.1,11170,-5760.9,-51.6%
IHME-CurveFit,513992,517796.1,525162,4705.1,11170,-6464.9,-57.9%
JHU_IDD-CovidSP,513992,515082.0,525162,1991.0,11170,-9179.0,-82.2%
Covid19Sim-Simulator,513992,511477.4,525162,-1613.6,11170,-12783.6,-114.4%
CMU-TimeSeries,513992,,525162,,11170,,
GT_CHHS-COVID19,513992,,525162,,11170,,
Google_Harvard-CPF,513992,,525162,,11170,,
