,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,35.0,7.7,134.0,0.0,2.6,23.7,2750.0
COVIDhub-ensemble,3141,41.4,10.0,162.3,0.0,3.0,30.0,3611.0
FAIR-NRAR,3135,42.0,9.6,136.8,0.0,3.3,27.9,2929.0
LANL-GrowthRate,3111,42.9,10.0,149.1,0.0,4.0,28.0,3486.0
Google_Harvard-CPF,3140,49.2,11.2,193.1,0.0,3.7,32.9,5491.6
CU-select,3111,49.2,12.0,181.0,0.0,4.0,35.0,3982.0
OneQuietNight-ML,3135,53.4,14.0,205.8,0.0,5.0,38.0,6018.0
UVA-Ensemble,3131,56.9,12.6,253.7,0.0,3.9,36.7,7174.1
OliverWyman-Navigator,2971,65.1,14.0,240.6,0.0,4.9,46.0,5008.0
COVIDhub-baseline,3141,66.8,14.0,268.5,0.0,4.0,44.0,7020.0
CEID-Walk,3141,68.0,14.2,267.1,0.0,4.4,44.4,6958.9
JHU_IDD-CovidSP,3141,89.5,16.5,524.2,0.0,5.3,49.4,20668.9
JHUAPL-Bucky,3141,91.1,14.5,438.9,0.0,4.4,47.7,11789.8
IowaStateLW-STEM,3103,92.8,23.0,363.1,0.0,8.0,65.0,11352.0
PandemicCentral-USCounty,3095,97.1,21.6,410.5,0.0,6.2,65.8,12933.6
UpstateSU-GRU,2770,110.7,27.0,489.0,0.0,9.3,73.6,17976.5
COVIDhub-trained_ensemble,3141,197.0,77.0,498.5,0.0,39.0,166.0,11466.0
