,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,3135,391153.8,3025.0,5583482.2,0.0,400.0,23716.0,216590089.0
LNQ-ens1,3140,473065.1,890.8,10081059.9,0.0,94.8,8427.9,399523318.6
LANL-GrowthRate,3111,595324.5,1600.0,17134716.7,0.0,196.0,15376.0,876396816.0
FAIR-NRAR,3137,908562.5,1186.6,33369733.7,0.0,143.7,10832.5,1849182761.4
COVIDhub-ensemble,3141,1005343.2,2116.0,19347037.5,0.0,225.0,19600.0,793548900.0
COVIDhub-trained_ensemble,3141,1224708.3,3481.0,25474295.7,0.0,400.0,29241.0,1185080625.0
Google_Harvard-CPF,3140,1423851.8,2888.5,19079672.8,0.0,277.6,27344.0,586846082.8
UVA-Ensemble,3131,1908633.5,3233.6,39165773.6,0.0,289.2,32547.3,1769464347.8
JHU_IDD-CovidSP,3141,2509784.6,1930.0,94162045.6,0.0,185.4,16700.5,5218258362.3
OliverWyman-Navigator,3003,2660222.0,5329.0,48826261.6,0.0,400.0,59536.0,2119497444.0
JHUAPL-Bucky,3141,3083758.4,3370.9,51514914.9,0.0,334.6,30086.1,2169800410.2
COVIDhub-baseline,3141,3648048.0,5041.0,94171838.2,0.0,400.0,57600.0,4886010000.0
PandemicCentral-USCounty,2878,3931006.6,12975.1,63561554.1,0.0,1307.8,108152.4,2660544719.1
CEID-Walk,3141,4059148.7,5219.1,113287780.2,0.0,452.7,56840.3,6041849675.0
UpstateSU-GRU,2770,5442615.7,9618.0,148266286.9,0.0,1084.0,77406.1,7701767576.9
CU-select,3096,5784626.3,2209.0,115566799.3,0.0,256.0,26569.0,5254365169.0
IowaStateLW-STEM,3103,6654571.8,7744.0,204483684.7,0.0,900.0,71289.0,10736482689.0
