,predicted_cases,actual_cases,error,perc_error
JHU_IDD-CovidSP,6038600.8,4280362,1758238.8,41.1%
USC-SI_kJalpha,6099836.0,4280362,1819474.0,42.5%
UCLA-SuEIR,6608896.0,4280362,2328534.0,54.4%
UCF-AEM,6822426.0,4280362,2542064.0,59.4%
JHUAPL-Bucky,7089008.1,4280362,2808646.1,65.6%
LANL-GrowthRate,7189575.5,4280362,2909213.5,68.0%
Covid19Sim-Simulator,7225799.9,4280362,2945437.9,68.8%
IBF-TimeSeries,7679722.9,4280362,3399360.9,79.4%
Karlen-pypm,7748100.6,4280362,3467738.6,81.0%
COVIDhub-baseline,7825390.0,4280362,3545028.0,82.8%
IowaStateLW-STEM,8015513.0,4280362,3735151.0,87.3%
QJHong-Encounter,8422531.0,4280362,4142169.0,96.8%
CU-select,8578339.0,4280362,4297977.0,100.4%
Columbia_UNC-SurvCon,8669762.0,4280362,4389400.0,102.5%
CovidAnalytics-DELPHI,8700307.0,4280362,4419945.0,103.3%
