,predicted_cases,actual_cases,error,perc_error
LANL-GrowthRate,2117115.0,1982302,134813.0,6.8%
LNQ-ens1,2203629.9,1982302,221327.9,11.2%
IEM_MED-CovidProject,2296923.1,1982302,314621.1,15.9%
Karlen-pypm,2298148.5,1982302,315846.5,15.9%
RobertWalraven-ESG,2300800.3,1982302,318498.3,16.1%
JHUAPL-Bucky,2453375.0,1982302,471073.0,23.8%
UpstateSU-GRU,2520992.4,1982302,538690.4,27.2%
JHU_IDD-CovidSP,2566527.0,1982302,584225.0,29.5%
Columbia_UNC-SurvCon,2572465.0,1982302,590163.0,29.8%
TTU-squider,2636238.3,1982302,653936.3,33.0%
MIT_ISOLAT-Mixtures,2640331.9,1982302,658029.9,33.2%
USC-SI_kJalpha,2645285.0,1982302,662983.0,33.4%
UVA-Ensemble,2692765.9,1982302,710463.9,35.8%
MOBS-GLEAM_COVID,2693499.6,1982302,711197.6,35.9%
UCF-AEM,2703761.0,1982302,721459.0,36.4%
Microsoft-DeepSTIA,2777036.3,1982302,794734.3,40.1%
COVIDhub-ensemble,2779497.0,1982302,797195.0,40.2%
FDANIHASU-Sweight,2832069.2,1982302,849767.2,42.9%
QJHong-Encounter,2839238.0,1982302,856936.0,43.2%
BPagano-RtDriven,2859828.8,1982302,877526.8,44.3%
IowaStateLW-STEM,2893593.0,1982302,911291.0,46.0%
SigSci-TS,2924813.0,1982302,942511.0,47.5%
CovidAnalytics-DELPHI,3019848.0,1982302,1037546.0,52.3%
COVIDhub-trained_ensemble,3049142.0,1982302,1066840.0,53.8%
IBF-TimeSeries,3066557.0,1982302,1084255.0,54.7%
CU-select,3087424.0,1982302,1105122.0,55.7%
OneQuietNight-ML,3088698.0,1982302,1106396.0,55.8%
OliverWyman-Navigator,3103894.0,1982302,1121592.0,56.6%
CEID-Walk,3147744.4,1982302,1165442.4,58.8%
Covid19Sim-Simulator,3159756.4,1982302,1177454.4,59.4%
COVIDhub-baseline,3174207.0,1982302,1191905.0,60.1%
JHU_CSSE-DECOM,3196160.0,1982302,1213858.0,61.2%
UMich-RidgeTfReg,3255564.2,1982302,1273262.2,64.2%
UCLA-SuEIR,3609114.3,1982302,1626812.3,82.1%
DDS-NBDS,8551973.7,1982302,6569671.7,331.4%
Google_Harvard-CPF,,1982302,,
JHU_UNC_GAS-StatMechPool,,1982302,,
