,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,51,5291566023.6,271284648.1,24195752401.3,28557.9,66625373.6,1150722537.1,170388004747.3
USC-SI_kJalpha,51,7674751224.9,293916736.0,43755291483.8,324.0,22432738.0,1399398208.0,313335735696.0
JHUAPL-Bucky,51,9558048763.9,725536940.3,26353328572.1,21535.9,99989284.1,2771271655.7,129969051323.6
UCLA-SuEIR,51,10823817624.9,219584999.2,66390573687.7,250390.6,16967561.5,1260307979.8,475116871264.0
LANL-GrowthRate,51,14217209898.8,392990976.0,62112343546.6,421201.0,41452896.2,3162003465.6,434122195520.2
Karlen-pypm,51,18047536487.6,515803147.7,59747314667.3,4678.6,31803049.6,3937812763.9,392463909136.4
Covid19Sim-Simulator,51,18727495555.9,1784950141.5,89233287694.3,3041738.1,194450744.5,6026964546.0,633617391158.9
IowaStateLW-STEM,49,19671921051.6,1754185689.0,93794048053.6,4363921.0,288436028.5,6871380281.0,667397499136.0
COVIDhub-baseline,51,21382850991.6,1468728976.0,108432962960.3,1394761.0,238609825.0,5385515918.5,772317561856.0
CU-select,51,54613147460.0,661415524.0,294491357800.3,11025.0,44080804.0,4487916042.0,2086880716816.0
CovidAnalytics-DELPHI,51,167912113598.4,428365809.0,1051097414209.9,76176.0,37646082.5,3254699684.0,7492022968336.0
