,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51.0,19249.7,784.0,50600.7,0.0,36.0,10714.5,239121.0
UCLA-SuEIR,51.0,22733.3,2029.9,61547.6,0.9,122.7,10331.0,304513.4
COVIDhub-ensemble,51.0,31560.6,1710.7,102993.4,0.1,88.3,16260.8,692008.1
LANL-GrowthRate,51.0,33830.6,1033.3,130275.7,0.0,32.5,5299.6,895869.2
YYG-ParamSearch,51.0,48075.9,1120.7,130431.1,0.0,59.5,10826.4,574699.8
UT-Mobility,51.0,71824.5,1498.8,169396.2,0.0,41.5,33622.0,867559.2
CU-select,51.0,75859.0,4225.0,310334.4,0.0,306.5,37128.5,2196324.0
Baseline_0.98,51.0,85963.2,1550.8,430278.6,0.0,164.9,6559.4,2990817.4
IowaStateLW-STEM,51.0,95481.5,3969.0,470253.6,1.0,420.5,19609.0,3348900.0
IHME-CurveFit,51.0,98145.5,1843.9,281006.9,1.3,297.4,21837.7,1458036.9
MIT_CovidAnalytics-DELPHI,51.0,111164.0,4096.0,321120.6,0.0,197.0,29245.0,1723969.0
MOBS_NEU-GLEAM_COVID,51.0,131678.4,3646.6,419799.6,1.0,128.5,19517.5,2421090.1
USACE-ERDC_SEIR,51.0,143562.0,3244.2,390305.1,0.1,91.0,46199.5,1858895.2
Baseline,51.0,202157.4,1411.6,913601.8,0.0,47.1,15294.1,6238576.7
PSI-DRAFT,51.0,312226.8,4900.0,1339711.0,0.0,150.6,29965.0,9290304.0
Auquan-SEIR,51.0,512015.9,15625.0,2296194.6,16.0,1157.0,105962.5,15888196.0
JHU_IDD-CovidSP,51.0,1737630.6,99071.8,5453001.9,75.0,15701.1,665049.4,35401072.0
UA-EpiCovDA,51.0,2182845.1,14884.0,12814596.4,1.0,2352.5,203410.0,91087936.0
