,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51.0,8925.9,389.7,27510.3,0.0,34.0,4123.0,177978.4
YYG-ParamSearch,51.0,15473.3,1024.1,48073.0,0.4,75.6,7352.3,299183.7
Baseline_0.98,51.0,31783.7,613.2,111802.7,0.0,34.2,5175.4,638626.1
CU-select,51.0,33434.6,1521.0,130758.6,0.0,121.0,19885.0,912025.0
LANL-GrowthRate,51.0,35390.5,1036.1,151988.6,0.0,73.7,13935.6,1057365.7
Baseline,51.0,66823.9,274.6,280944.1,0.0,32.7,3708.8,1439657.2
UMass-MechBayes,51.0,85762.4,2116.0,393089.3,0.0,81.0,15629.0,2709316.0
MOBS_NEU-GLEAM_COVID,51.0,93449.2,2772.9,260755.9,0.3,203.0,24642.1,1539199.7
IHME-CurveFit,51.0,102315.2,832.5,364756.6,0.3,73.3,18295.0,1984570.9
MIT_CovidAnalytics-DELPHI,51.0,167443.8,4624.0,724990.8,0.0,197.0,26744.5,4897369.0
UCLA-SuEIR,51.0,323080.5,3160.4,1996250.3,0.0,147.6,39141.3,14270619.7
Auquan-SEIR,51.0,392301.8,5625.0,2476504.2,16.0,1025.0,20262.5,17707264.0
IowaStateLW-STEM,51.0,484300.3,3249.0,3268798.0,0.0,173.0,29412.5,23367556.0
UT-Mobility,51.0,1135943.1,987.8,7874099.9,0.0,134.6,17541.3,56260714.8
GT-DeepCOVID,51.0,1398330.5,8787.0,8672598.6,3.1,1048.9,80056.6,61998698.1
